# ground truth trajectory
# file: 'MH_04_difficult.bag'
# timestamp tx ty tz qx qy qz qw
1403638128.940097 4.6770658 -1.7494400 0.5685670 -0.7611300 -0.3559160 -0.4858430 0.2407490 
1403638128.945097 4.6770720 -1.7494690 0.5685550 -0.7611030 -0.3559130 -0.4858680 0.2407900 
1403638128.950097 4.6770711 -1.7494980 0.5685420 -0.7610760 -0.3559120 -0.4858870 0.2408410 
1403638128.955097 4.6770630 -1.7495270 0.5685270 -0.7610480 -0.3559090 -0.4859090 0.2408900 
1403638128.960097 4.6770501 -1.7495580 0.5685100 -0.7610340 -0.3559040 -0.4859130 0.2409340 
1403638128.965097 4.6770349 -1.7495900 0.5684890 -0.7610370 -0.3559000 -0.4858910 0.2409720 
1403638128.970097 4.6770201 -1.7496240 0.5684670 -0.7610560 -0.3558940 -0.4858560 0.2409920 
1403638128.975097 4.6770072 -1.7496589 0.5684470 -0.7610790 -0.3558860 -0.4858280 0.2409890 
1403638128.980097 4.6770010 -1.7496930 0.5684300 -0.7610950 -0.3558810 -0.4858150 0.2409700 
1403638128.985097 4.6770000 -1.7497261 0.5684140 -0.7611090 -0.3558860 -0.4858080 0.2409340 
1403638128.990097 4.6770039 -1.7497580 0.5684000 -0.7611170 -0.3558960 -0.4858130 0.2408850 
1403638128.995097 4.6770110 -1.7497840 0.5683880 -0.7611120 -0.3559110 -0.4858330 0.2408380 
1403638129.000097 4.6770201 -1.7498050 0.5683740 -0.7611020 -0.3559230 -0.4858540 0.2408100 
1403638129.005097 4.6770310 -1.7498190 0.5683510 -0.7611130 -0.3559270 -0.4858360 0.2408030 
1403638129.010097 4.6770439 -1.7498250 0.5683180 -0.7611500 -0.3559280 -0.4857720 0.2408140 
1403638129.015097 4.6770568 -1.7498230 0.5682870 -0.7611750 -0.3559300 -0.4857140 0.2408480 
1403638129.020097 4.6770711 -1.7498140 0.5682720 -0.7611570 -0.3559340 -0.4857150 0.2408980 
1403638129.025097 4.6770868 -1.7498020 0.5682780 -0.7610880 -0.3559450 -0.4857920 0.2409450 
1403638129.030097 4.6771021 -1.7497860 0.5683000 -0.7609880 -0.3559840 -0.4859070 0.2409710 
1403638129.035097 4.6771159 -1.7497690 0.5683280 -0.7608890 -0.3560800 -0.4859990 0.2409570 
1403638129.040097 4.6771269 -1.7497510 0.5683600 -0.7607870 -0.3562330 -0.4860740 0.2409000 
1403638129.045097 4.6771369 -1.7497370 0.5683990 -0.7606730 -0.3564280 -0.4861610 0.2407980 
1403638129.050097 4.6771469 -1.7497290 0.5684470 -0.7605540 -0.3566460 -0.4862640 0.2406450 
1403638129.055097 4.6771598 -1.7497240 0.5685040 -0.7604390 -0.3568690 -0.4863760 0.2404480 
1403638129.060097 4.6771741 -1.7497211 0.5685650 -0.7603330 -0.3571020 -0.4864880 0.2402110 
1403638129.065097 4.6771870 -1.7497140 0.5686310 -0.7602290 -0.3573490 -0.4866020 0.2399420 
1403638129.070097 4.6771941 -1.7497010 0.5687040 -0.7601150 -0.3576200 -0.4867220 0.2396570 
1403638129.075097 4.6771970 -1.7496810 0.5687800 -0.7600030 -0.3578940 -0.4868360 0.2393720 
1403638129.080097 4.6771932 -1.7496550 0.5688590 -0.7599050 -0.3581480 -0.4869400 0.2390920 
1403638129.085097 4.6771851 -1.7496250 0.5689400 -0.7598240 -0.3583800 -0.4870320 0.2388150 
1403638129.090097 4.6771679 -1.7496130 0.5690180 -0.7597540 -0.3585940 -0.4871140 0.2385460 
1403638129.095097 4.6771460 -1.7495800 0.5691040 -0.7596840 -0.3587890 -0.4871990 0.2383020 
1403638129.100097 4.6771169 -1.7495450 0.5691940 -0.7596070 -0.3589760 -0.4872850 0.2380900 
1403638129.105097 4.6770821 -1.7495070 0.5692880 -0.7595180 -0.3591580 -0.4873780 0.2379070 
1403638129.110097 4.6770458 -1.7494720 0.5693860 -0.7594290 -0.3593280 -0.4874780 0.2377350 
1403638129.115097 4.6770120 -1.7494400 0.5694880 -0.7593490 -0.3594660 -0.4875810 0.2375670 
1403638129.120097 4.6769829 -1.7494150 0.5695960 -0.7592770 -0.3595560 -0.4877030 0.2374090 
1403638129.125097 4.6769600 -1.7493960 0.5697110 -0.7592100 -0.3596000 -0.4878460 0.2372640 
1403638129.130097 4.6769438 -1.7493820 0.5698320 -0.7591450 -0.3596170 -0.4880000 0.2371310 
1403638129.135097 4.6769361 -1.7493700 0.5699580 -0.7590770 -0.3596270 -0.4881630 0.2369980 
1403638129.140097 4.6769371 -1.7493750 0.5700880 -0.7590020 -0.3596430 -0.4883390 0.2368510 
