# ground truth trajectory
# file: 'MH_02_easy.bag'
# timestamp tx ty tz qx qy qz qw
1403636859.536666 4.6211500 -1.8376050 0.7396270 -0.1290400 -0.8109030 -0.0620300 0.5673950 
1403636859.541667 4.6210279 -1.8372980 0.7418030 -0.1291580 -0.8110710 -0.0623190 0.5670970 
1403636859.546666 4.6208992 -1.8369870 0.7440080 -0.1292670 -0.8112160 -0.0626590 0.5668280 
1403636859.551666 4.6207609 -1.8366740 0.7462400 -0.1293660 -0.8113350 -0.0630490 0.5665910 
1403636859.556667 4.6206160 -1.8363590 0.7484920 -0.1294570 -0.8114370 -0.0634860 0.5663760 
1403636859.561666 4.6204619 -1.8360410 0.7507570 -0.1295380 -0.8115240 -0.0639630 0.5661790 
1403636859.566667 4.6202998 -1.8357230 0.7530290 -0.1296170 -0.8115950 -0.0644670 0.5660030 
1403636859.571666 4.6201301 -1.8354059 0.7553030 -0.1297050 -0.8116550 -0.0649730 0.5658380 
1403636859.576667 4.6199541 -1.8350890 0.7575750 -0.1298050 -0.8117020 -0.0654680 0.5656910 
1403636859.581666 4.6197739 -1.8347720 0.7598450 -0.1299160 -0.8117290 -0.0659480 0.5655720 
1403636859.586667 4.6195951 -1.8344589 0.7621120 -0.1300390 -0.8117370 -0.0664300 0.5654730 
1403636859.591666 4.6194100 -1.8341440 0.7643770 -0.1301650 -0.8117350 -0.0669310 0.5653880 
1403636859.596667 4.6192212 -1.8338300 0.7666420 -0.1302850 -0.8117270 -0.0674540 0.5653110 
1403636859.601666 4.6190290 -1.8335170 0.7689110 -0.1303970 -0.8117100 -0.0680000 0.5652440 
1403636859.606667 4.6188350 -1.8332061 0.7711880 -0.1304980 -0.8116800 -0.0685700 0.5651950 
1403636859.611666 4.6186380 -1.8328980 0.7734780 -0.1305880 -0.8116340 -0.0691560 0.5651700 
1403636859.616667 4.6184392 -1.8325940 0.7757840 -0.1306750 -0.8115670 -0.0697500 0.5651730 
1403636859.621666 4.6182389 -1.8322960 0.7781070 -0.1307600 -0.8114760 -0.0703470 0.5652100 
1403636859.626667 4.6180382 -1.8320050 0.7804460 -0.1308370 -0.8113600 -0.0709450 0.5652850 
1403636859.631666 4.6178350 -1.8317230 0.7828010 -0.1309120 -0.8112210 -0.0715410 0.5653910 
1403636859.636667 4.6176472 -1.8314550 0.7851690 -0.1309910 -0.8110670 -0.0721190 0.5655180 
1403636859.641666 4.6174421 -1.8311909 0.7875440 -0.1310780 -0.8109020 -0.0726770 0.5656640 
1403636859.646667 4.6172352 -1.8309360 0.7899240 -0.1311710 -0.8107180 -0.0732060 0.5658370 
1403636859.651666 4.6170230 -1.8306921 0.7923060 -0.1312730 -0.8105090 -0.0736870 0.5660510 
1403636859.656667 4.6168070 -1.8304580 0.7946890 -0.1313870 -0.8102730 -0.0741140 0.5663070 
1403636859.661666 4.6165862 -1.8302341 0.7970690 -0.1315110 -0.8100150 -0.0745010 0.5665970 
