# ground truth trajectory
# file: 'V2_02_medium.bag'
# timestamp tx ty tz qx qy qz qw
1413393887.225760 -1.0019790 0.4793020 1.3295420 0.0223740 -0.8051470 0.0240190 0.5921660 
1413393887.230760 -1.0021300 0.4792950 1.3295330 0.0223290 -0.8051550 0.0239840 0.5921590 
1413393887.235760 -1.0022800 0.4792850 1.3295240 0.0222920 -0.8051680 0.0239780 0.5921420 
1413393887.240761 -1.0024260 0.4792700 1.3295150 0.0222840 -0.8051670 0.0240040 0.5921440 
1413393887.245760 -1.0025690 0.4792470 1.3295040 0.0223090 -0.8051620 0.0240420 0.5921470 
1413393887.250761 -1.0027111 0.4792200 1.3294920 0.0223540 -0.8051700 0.0240850 0.5921330 
1413393887.255760 -1.0028501 0.4791930 1.3294770 0.0223930 -0.8051880 0.0241270 0.5921050 
1413393887.260761 -1.0029830 0.4791750 1.3294600 0.0223970 -0.8051940 0.0241420 0.5920960 
1413393887.265760 -1.0031140 0.4791680 1.3294420 0.0223670 -0.8051950 0.0241100 0.5920970 
1413393887.270761 -1.0032420 0.4791670 1.3294250 0.0223260 -0.8052060 0.0240500 0.5920860 
1413393887.275760 -1.0033720 0.4791640 1.3294070 0.0223020 -0.8052210 0.0239990 0.5920700 
1413393887.280761 -1.0034930 0.4791530 1.3293890 0.0223040 -0.8052250 0.0239780 0.5920650 
1413393887.285760 -1.0036110 0.4791360 1.3293710 0.0223220 -0.8052260 0.0239880 0.5920620 
1413393887.290761 -1.0037240 0.4791120 1.3293560 0.0223600 -0.8052340 0.0240160 0.5920490 
1413393887.295760 -1.0038350 0.4790860 1.3293430 0.0224090 -0.8052440 0.0240530 0.5920320 
1413393887.300761 -1.0039420 0.4790660 1.3293300 0.0224310 -0.8052470 0.0240900 0.5920250 
1413393887.305760 -1.0040460 0.4790580 1.3293190 0.0224030 -0.8052430 0.0240960 0.5920310 
1413393887.310760 -1.0041460 0.4790580 1.3293090 0.0223460 -0.8052520 0.0240600 0.5920230 
1413393887.315761 -1.0042419 0.4790570 1.3293010 0.0222940 -0.8052590 0.0240210 0.5920170 
1413393887.320760 -1.0043340 0.4790530 1.3292930 0.0222520 -0.8052630 0.0240080 0.5920140 
